x_id,occupancy_date,organization_name,shelter_name,shelter_address,shelter_city,shelter_province,shelter_postal_code,facility_name,program_name,sector,occupancy,capacity
31860,10/06/2020,Fife House Foundation,Fife House Transitional Program,"490 Sherbourne Street, 2nd floor",Toronto,ON,M4X 1K9,Fife-Sherbourne Transitional Pgm,Fife-Sherbourne Transitional Program,Co-ed,9,11
31861,10/06/2020,Fred Victor Centre,FV Women's Transition to Housing,512 Jarvis St.,Toronto,ON,M4Y 2H6,Fred Victor 512 Jarvis St.,Fred Victor Transition to Housing:  Bedded Program,Women,18,24
31862,10/06/2020,Fred Victor Centre,FV Women's Transition to Housing,512 Jarvis St.,Toronto,ON,M4Y 2H6,Fred Victor T2H 386 Dundas St. E,Fred Victor T2H Bedded Program,Women,22,37
31863,10/06/2020,Fred Victor Centre,Fred Victor Women's Hostel,86 Lombard St.,Toronto,ON,M5C 1M3,FV Women's Hostel 86 Lombard,Fred Victor Women's Extreme Weather Program,Women,1,4
31864,10/06/2020,Fred Victor Centre,Fred Victor Women's Hostel,86 Lombard St.,Toronto,ON,M5C 1M3,FV Women's Hostel 86 Lombard,Fred Victor Women's Hostel Program,Women,24,25
31866,10/06/2020,Fred Victor Centre,"Fred Victor, BUS",1161 Caledonia Road,Toronto,ON,M6A 2W9,Fred Victor BUS - 1161 Caledonia,Fred Victor Bethlehem United Program,Co-ed,41,42
31870,10/06/2020,Homes First Society,HFS - Kennedy Shelter,702 Kennedy Rd,Toronto,ON,M1K 2B5,HFS - 702 Kennedy Shelter,Homes First Society- Kennedy Shelter Women's Program,Women,46,47
31871,10/06/2020,Homes First Society,HFS - Savard's Womens' Shelter,1322 Bloor Street West,Toronto,ON,M6H 1P2,HFS - Savard's Womens' Shelter,Homes First Society - Savard's Womens' Shelter,Women,0,16
31872,10/06/2020,Homes First Society,HFS - Scarborough Shelter,3576 St. Clair Avenue East,Scarborough,ON,M1K 1M2,HFS - 545 Lakeshore Blvd W.Women,545 Lakeshore Blvd. W. Women,Women,31,31
31875,10/06/2020,Homes First Society,HFS - Scarborough Shelter,3576 St. Clair Avenue East,Scarborough,ON,M1K 1M2,HFS - Scarborough Shelter,Homes First Society - Scarborough Shelter,Co-ed,31,31
31876,10/06/2020,Homes First Society,HFS - Scarborough Shelter,3576 St. Clair Avenue East,Scarborough,ON,M1K 1M2,HFS-545 Lakeshore Blvd W.Couple,545 Lakeshore Blvd. W.Couple,Co-ed,42,70
31877,10/06/2020,Homes First Society,HFS - Strachan House,805A Wellington Street W,Toronto,ON,M5V 1G8,HFS - Strachan House,Homes First Society - Flex Program,Co-ed,2,5
31878,10/06/2020,Homes First Society,HFS - Strachan House,805A Wellington Street W,Toronto,ON,M5V 1G8,HFS - Strachan House,Homes First Society - Strachan House,Co-ed,79,83
31883,10/06/2020,Society of St.Vincent De Paul,SVDP - Amelie House,126 Pape Avenue,Toronto,ON,M4M 2V8,SVDP - Amelie House,St.Vincent De Paul - Amelie House - Women's Shelter,Women,16,18
31884,10/06/2020,Society of St.Vincent De Paul,SVDP - Elisa House,60 Newcastle Street,Toronto,ON,M8Y 1A3,SVDP - Elisa House,St.Vincent De Paul - Elisa House,Women,25,26
31885,10/06/2020,Society of St.Vincent De Paul,SVDP - Mary's Home,70 Gerrard St. E.,Toronto,ON,M5B 1G6,SVDP - Mary's Home,St.Vincent De Paul - Mary's Home - Emergency Shelter,Women,20,27
31886,10/06/2020,Society of St.Vincent De Paul,SVDP - St. Clare's Residence,3410 Bayview Avenue,Toronto,ON,M2M 3S3,SVDP - St. Clare's Residence,St.Vincent De Paul - St. Clare's Residence - Transitional Housing,Women,28,30
31888,10/06/2020,Street Haven At The Crossroads,Street Haven,87 Pembroke St,Toronto,ON,M5A 2N9,Street Haven - 87 Pembroke St,Street Haven - Emergency Hostel,Women,24,28
31889,10/06/2020,The MUC Shelter Corporation,Sojourn House,101 Ontario Street,Toronto,ON,M5A 2V2,Sojourn House,Sojourn House Transitional Housing Program,Families,61,76
31890,10/06/2020,The MUC Shelter Corporation,Sojourn House,101 Ontario Street,Toronto,ON,M5A 2V2,Sojourn House(Singles),Sojourn House Bedded Program,Co-ed,42,67
31891,10/06/2020,The MUC Shelter Corporation,Sojourn House,101 Ontario Street,Toronto,ON,M5A 2V2,Sojourn House-Grange (Family),Sojourn House - Refugee Family Hotel Program-Grange,Families,156,270
31892,10/06/2020,The Salvation Army of Canada,Salvation Army - Evangeline Res,2808 Dundas St W,Toronto,ON,M6P 1Y5,S.A. Evangeline Residence,S.A. Evangeline - Emergency Weather,Women,0,0
31893,10/06/2020,The Salvation Army of Canada,Salvation Army - Evangeline Res,2808 Dundas St W,Toronto,ON,M6P 1Y5,S.A. Evangeline Residence,S.A. Evangeline Residence - Women's Ministry,Women,47,82
31894,10/06/2020,The Salvation Army of Canada,Salvation Army - Florence Booth,723 Queen Street West,Toronto,ON,M6J1E6,Florence Booth - 723 Queen St. W,Salvation Army - Florence Booth Womens Ministry,Women,0,0
31901,10/06/2020,The Salvation Army of Canada,Salvation Army Islington Seniors,2671 Islington Avenue,Toronto,ON,M9V 2X6,2671 Islington Avenue-Sr.Female,Salvation Army - Islington Seniors' Shelter Women's Program,Women,12,12
31904,10/06/2020,Toronto Community Hostel,Toronto Community Hostel,191 Spadina Road,Toronto,ON,M5R 2T9,TCH 191 Spadina Rd(Singles),TCH-Singles,Co-ed,6,6
31905,10/06/2020,Toronto Community Hostel,Toronto Community Hostel,191 Spadina Road,Toronto,ON,M5R 2T9,Tor. Comm. Hostel 191 Spadina Rd,TCH (program),Families,8,14
31907,10/06/2020,WoodGreen Red Door Family Shelter,Red Door Queen Street,875 Queen St E,Toronto,ON,M4M 1J2,Red Door - 1430 Gerrad St E,Red Door - Family Shelter,Families,81,86
31910,10/06/2020,YWCA Toronto,YWCA - First Stop Woodlawn,80 Woodlawn Ave. East,Toronto,ON,M4T 1C1,YWCA-80 Woodlawn Av. E.-Women,YWCA - Adult Women Shelter,Women,24,25
31912,10/06/2020,YWCA Toronto,YWCA-348 Davenport,348 Davenport Rd.,Toronto,ON,M5R 1K6,YWCA - 348 Davenport Road Women,YWCA Davenport - Adult,Women,0,36
31915,10/06/2020,YouthLink,YouthLink Shelter,747 Warden Ave,Toronto,ON,M1L 4A1,YouthLink - 747 Warden Ave,YouthLink Emergency Program,Co-ed,10,10
31916,10/06/2020,YouthLink,YouthLink Shelter,747 Warden Ave,Toronto,ON,M1L 4A1,YouthLink - 747 Warden Ave,YouthLink Transitional Program,Co-ed,29,35
31917,10/07/2020,COSTI Immigrant Services,COSTI Reception Centre,100 Lippincott Street,Toronto,ON,M5S 2P1,COSTI - Radisson Hotel (Single),COSTI - Radisson Hotel (Single Pregnant Women),Women,0,8
31918,10/07/2020,COSTI Immigrant Services,COSTI Reception Centre,100 Lippincott Street,Toronto,ON,M5S 2P1,COSTI - Toronto Plaza Hotel(Fam),COSTI - Toronto Plaza Hotel (Non Refugee Families),Families,68,132
31919,10/07/2020,COSTI Immigrant Services,COSTI Reception Centre,100 Lippincott Street,Toronto,ON,M5S 2P1,COSTI - Toronto Plaza Hotel(Fam),COSTI - Toronto Plaza Hotel (Refugees),Families,177,446
31920,10/07/2020,COSTI Immigrant Services,COSTI Reception Centre,100 Lippincott Street,Toronto,ON,M5S 2P1,COSTI Radisson Hotel,COSTI - Radisson Hotel (Non Refugee Families),Families,102,140
31921,10/07/2020,COSTI Immigrant Services,COSTI Reception Centre,100 Lippincott Street,Toronto,ON,M5S 2P1,COSTI Radisson Hotel,COSTI Radisson Hotel Family Program.,Families,163,360
31922,10/07/2020,COSTI Immigrant Services,COSTI Reception Centre,100 Lippincott Street,Toronto,ON,M5S 2P1,COSTI Reception Centre,COSTI Reception Ctr CITY Program,Co-ed,5,16
31923,10/07/2020,COSTI Immigrant Services,COSTI Reception Centre,100 Lippincott Street,Toronto,ON,M5S 2P1,COSTI Toronto Plaza Hotel (Sin),COSTI - Toronto Plaza Hotel (Single Pregnant Women),Women,1,8
31926,10/07/2020,"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,43 Christie Street,Toronto,ON,M6G 3B1,Christie Refugee Welcome Centre,Christie Refugee Welcome Ctr - Settlement and Support,Families,25,76
31927,10/07/2020,City of Toronto,Birkdale Residence,1229 Ellesmere Road,Toronto,ON,M1P 4V8,Birkdale Residence,Birkdale Residence - Bedded Program,Families,184,215
31929,10/07/2020,City of Toronto,Birkdale Residence,1229 Ellesmere Road,Toronto,ON,M1P 4V8,Birkdale Residence Motel (Fam),Birkdale Residence - Toronto Plaza Hotel Program (Non Refugees),Families,100,130
31932,10/07/2020,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - Edward  Co-Ed,Edward Village Singles Program,Co-ed,20,200
31933,10/07/2020,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - Edward Villag,Family Residence - Edward Village Hotel,Families,8,200
31934,10/07/2020,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - LI Site,Family Residence - LI Site (Internal Referral Only),Families,58,200
31935,10/07/2020,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - MA Site,Family Residence - MA Site (Internal Referral Only),Families,47,48
31936,10/07/2020,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - Main Building,Family Residence - Main,Families,64,20
31937,10/07/2020,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - New Plaza,Family Residence - New Plaza (Internal Referral Only),Families,0,0
31938,10/07/2020,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - Roycroft Site,Family Residence - Roycroft Site,Families,7,50
31939,10/07/2020,City of Toronto,Fort York Residence,38 Bathrust St,Toronto,ON,M5V 3W3,Fort York - Staybridge Suites,Fort York - Staybridge Suites,Co-ed,69,73
31943,10/07/2020,City of Toronto,Robertson House,291 Sherbourne Street,Toronto,ON,M5A 2R9,Robertson House,Robertson House - MAIN Program,Families,76,110
31952,10/07/2020,City of Toronto,Streets To Homes,129 Peter Street,Toronto,ON,M5V 1X1,129 Peter St,Streets to Homes Bedded Program,Co-ed,25,27
31953,10/07/2020,City of Toronto,Women's Residence,674 Dundas St. W,Toronto,ON,M5T 1H9,Womens Res-Alexandra Hotel,Women's Res-Alexandra Hotel,Co-ed,71,92
31954,10/07/2020,City of Toronto,Women's Residence,674 Dundas St. W,Toronto,ON,M5T 1H9,Womens' Res - 63 Bellwoods Ave.,Womens' Residence - Bellwoods House,Women,6,7
31955,10/07/2020,City of Toronto,Women's Residence,674 Dundas St. W,Toronto,ON,M5T 1H9,Womens' Res - 674 Dundas St. W,Women's Residence Extreme Weather Program,Women,5,5
31956,10/07/2020,City of Toronto,Women's Residence,674 Dundas St. W,Toronto,ON,M5T 1H9,Womens' Res - 674 Dundas St. W,Womens' Residence - Main Program,Women,45,46
31961,10/07/2020,Dixon Hall,Dixon Hall - Heyworth House,2714 Danforth Avenue,Toronto,ON,M4C 1L7,Dixon Hall - Heyworth House,Dixon Hall - Heyworth House,Co-ed,40,40
31964,10/07/2020,Fife House Foundation,Fife House Transitional Program,"490 Sherbourne Street, 2nd floor",Toronto,ON,M4X 1K9,Fife House - Denison Program,Fife House Denison Program,Co-ed,5,5
31965,10/07/2020,Fife House Foundation,Fife House Transitional Program,"490 Sherbourne Street, 2nd floor",Toronto,ON,M4X 1K9,Fife-Sherbourne Transitional Pgm,Fife-Sherbourne Transitional Program,Co-ed,9,11
31966,10/07/2020,Fred Victor Centre,FV Women's Transition to Housing,512 Jarvis St.,Toronto,ON,M4Y 2H6,Fred Victor 512 Jarvis St.,Fred Victor Transition to Housing:  Bedded Program,Women,18,24
31967,10/07/2020,Fred Victor Centre,FV Women's Transition to Housing,512 Jarvis St.,Toronto,ON,M4Y 2H6,Fred Victor T2H 386 Dundas St. E,Fred Victor T2H Bedded Program,Women,23,37
31968,10/07/2020,Fred Victor Centre,Fred Victor Women's Hostel,86 Lombard St.,Toronto,ON,M5C 1M3,FV Women's Hostel 86 Lombard,Fred Victor Women's Extreme Weather Program,Women,1,4
31969,10/07/2020,Fred Victor Centre,Fred Victor Women's Hostel,86 Lombard St.,Toronto,ON,M5C 1M3,FV Women's Hostel 86 Lombard,Fred Victor Women's Hostel Program,Women,24,25
31970,10/07/2020,Fred Victor Centre,"Fred Victor, BUS",1161 Caledonia Road,Toronto,ON,M6A 2W9,Fred Victor BUS - 1161 Caledonia,Fred Victor Bethlehem United Program,Co-ed,42,42
31974,10/07/2020,Homes First Society,HFS - Kennedy Shelter,702 Kennedy Rd,Toronto,ON,M1K 2B5,HFS - 702 Kennedy Shelter,Homes First Society- Kennedy Shelter Women's Program,Women,46,47
31975,10/07/2020,Homes First Society,HFS - Savard's Womens' Shelter,1322 Bloor Street West,Toronto,ON,M6H 1P2,HFS - Savard's Womens' Shelter,Homes First Society - Savard's Womens' Shelter,Women,0,16
31976,10/07/2020,Homes First Society,HFS - Scarborough Shelter,3576 St. Clair Avenue East,Scarborough,ON,M1K 1M2,HFS - 545 Lakeshore Blvd W.Women,545 Lakeshore Blvd. W. Women,Women,30,31
31979,10/07/2020,Homes First Society,HFS - Scarborough Shelter,3576 St. Clair Avenue East,Scarborough,ON,M1K 1M2,HFS - Scarborough Shelter,Homes First Society - Scarborough Shelter,Co-ed,31,31
31980,10/07/2020,Homes First Society,HFS - Scarborough Shelter,3576 St. Clair Avenue East,Scarborough,ON,M1K 1M2,HFS-545 Lakeshore Blvd W.Couple,545 Lakeshore Blvd. W.Couple,Co-ed,42,70
31981,10/07/2020,Homes First Society,HFS - Strachan House,805A Wellington Street W,Toronto,ON,M5V 1G8,HFS - Strachan House,Homes First Society - Flex Program,Co-ed,3,5
31982,10/07/2020,Homes First Society,HFS - Strachan House,805A Wellington Street W,Toronto,ON,M5V 1G8,HFS - Strachan House,Homes First Society - Strachan House,Co-ed,78,83
31988,10/07/2020,Society of St.Vincent De Paul,SVDP - Amelie House,126 Pape Avenue,Toronto,ON,M4M 2V8,SVDP - Amelie House,St.Vincent De Paul - Amelie House - Women's Shelter,Women,16,18
31989,10/07/2020,Society of St.Vincent De Paul,SVDP - Elisa House,60 Newcastle Street,Toronto,ON,M8Y 1A3,SVDP - Elisa House,St.Vincent De Paul - Elisa House,Women,25,26
31990,10/07/2020,Society of St.Vincent De Paul,SVDP - Mary's Home,70 Gerrard St. E.,Toronto,ON,M5B 1G6,SVDP - Mary's Home,St.Vincent De Paul - Mary's Home - Emergency Shelter,Women,20,27
31991,10/07/2020,Society of St.Vincent De Paul,SVDP - St. Clare's Residence,3410 Bayview Avenue,Toronto,ON,M2M 3S3,SVDP - St. Clare's Residence,St.Vincent De Paul - St. Clare's Residence - Transitional Housing,Women,29,30
31993,10/07/2020,Street Haven At The Crossroads,Street Haven,87 Pembroke St,Toronto,ON,M5A 2N9,Street Haven - 87 Pembroke St,Street Haven - Emergency Hostel,Women,27,28
31994,10/07/2020,The MUC Shelter Corporation,Sojourn House,101 Ontario Street,Toronto,ON,M5A 2V2,Sojourn House,Sojourn House Transitional Housing Program,Families,61,76
31995,10/07/2020,The MUC Shelter Corporation,Sojourn House,101 Ontario Street,Toronto,ON,M5A 2V2,Sojourn House(Singles),Sojourn House Bedded Program,Co-ed,43,67
31996,10/07/2020,The MUC Shelter Corporation,Sojourn House,101 Ontario Street,Toronto,ON,M5A 2V2,Sojourn House-Grange (Family),Sojourn House - Refugee Family Hotel Program-Grange,Families,156,270
31997,10/07/2020,The Salvation Army of Canada,Salvation Army - Evangeline Res,2808 Dundas St W,Toronto,ON,M6P 1Y5,S.A. Evangeline Residence,S.A. Evangeline - Emergency Weather,Women,0,0
31998,10/07/2020,The Salvation Army of Canada,Salvation Army - Evangeline Res,2808 Dundas St W,Toronto,ON,M6P 1Y5,S.A. Evangeline Residence,S.A. Evangeline Residence - Women's Ministry,Women,47,82
31999,10/07/2020,The Salvation Army of Canada,Salvation Army - Florence Booth,723 Queen Street West,Toronto,ON,M6J1E6,Florence Booth - 723 Queen St. W,Salvation Army - Florence Booth Womens Ministry,Women,0,0
32006,10/07/2020,The Salvation Army of Canada,Salvation Army Islington Seniors,2671 Islington Avenue,Toronto,ON,M9V 2X6,2671 Islington Avenue-Sr.Female,Salvation Army - Islington Seniors' Shelter Women's Program,Women,12,12
32009,10/07/2020,Toronto Community Hostel,Toronto Community Hostel,191 Spadina Road,Toronto,ON,M5R 2T9,TCH 191 Spadina Rd(Singles),TCH-Singles,Co-ed,6,6
32010,10/07/2020,Toronto Community Hostel,Toronto Community Hostel,191 Spadina Road,Toronto,ON,M5R 2T9,Tor. Comm. Hostel 191 Spadina Rd,TCH (program),Families,8,14
32012,10/07/2020,WoodGreen Red Door Family Shelter,Red Door Queen Street,875 Queen St E,Toronto,ON,M4M 1J2,Red Door - 1430 Gerrad St E,Red Door - Family Shelter,Families,81,86
32015,10/07/2020,YWCA Toronto,YWCA - First Stop Woodlawn,80 Woodlawn Ave. East,Toronto,ON,M4T 1C1,YWCA-80 Woodlawn Av. E.-Women,YWCA - Adult Women Shelter,Women,23,25
32017,10/07/2020,YWCA Toronto,YWCA-348 Davenport,348 Davenport Rd.,Toronto,ON,M5R 1K6,YWCA - 348 Davenport Road Women,YWCA Davenport - Adult,Women,0,36
32021,10/07/2020,YouthLink,YouthLink Shelter,747 Warden Ave,Toronto,ON,M1L 4A1,YouthLink - 747 Warden Ave,YouthLink Emergency Program,Co-ed,10,10
32022,10/07/2020,YouthLink,YouthLink Shelter,747 Warden Ave,Toronto,ON,M1L 4A1,YouthLink - 747 Warden Ave,YouthLink Transitional Program,Co-ed,29,35
32023,10/08/2020,COSTI Immigrant Services,COSTI Reception Centre,100 Lippincott Street,Toronto,ON,M5S 2P1,COSTI - Radisson Hotel (Single),COSTI - Radisson Hotel (Single Pregnant Women),Women,0,8
32024,10/08/2020,COSTI Immigrant Services,COSTI Reception Centre,100 Lippincott Street,Toronto,ON,M5S 2P1,COSTI - Toronto Plaza Hotel(Fam),COSTI - Toronto Plaza Hotel (Non Refugee Families),Families,73,132
32025,10/08/2020,COSTI Immigrant Services,COSTI Reception Centre,100 Lippincott Street,Toronto,ON,M5S 2P1,COSTI - Toronto Plaza Hotel(Fam),COSTI - Toronto Plaza Hotel (Refugees),Families,170,446
32026,10/08/2020,COSTI Immigrant Services,COSTI Reception Centre,100 Lippincott Street,Toronto,ON,M5S 2P1,COSTI Radisson Hotel,COSTI - Radisson Hotel (Non Refugee Families),Families,104,140
32027,10/08/2020,COSTI Immigrant Services,COSTI Reception Centre,100 Lippincott Street,Toronto,ON,M5S 2P1,COSTI Radisson Hotel,COSTI Radisson Hotel Family Program.,Families,158,360
32028,10/08/2020,COSTI Immigrant Services,COSTI Reception Centre,100 Lippincott Street,Toronto,ON,M5S 2P1,COSTI Reception Centre,COSTI Reception Ctr CITY Program,Co-ed,6,16
32029,10/08/2020,COSTI Immigrant Services,COSTI Reception Centre,100 Lippincott Street,Toronto,ON,M5S 2P1,COSTI Toronto Plaza Hotel (Sin),COSTI - Toronto Plaza Hotel (Single Pregnant Women),Women,1,8
32032,10/08/2020,"Christie Refugee Welcome Centre, Inc.",Christie Refugee Welcome Centre,43 Christie Street,Toronto,ON,M6G 3B1,Christie Refugee Welcome Centre,Christie Refugee Welcome Ctr - Settlement and Support,Families,29,76
32033,10/08/2020,City of Toronto,Birkdale Residence,1229 Ellesmere Road,Toronto,ON,M1P 4V8,Birkdale Residence,Birkdale Residence - Bedded Program,Families,183,215
32034,10/08/2020,City of Toronto,Birkdale Residence,1229 Ellesmere Road,Toronto,ON,M1P 4V8,Birkdale Residence Motel (Fam),Birkdale Residence - Toronto Plaza Hotel Program (Non Refugees),Families,93,130
32037,10/08/2020,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - Edward  Co-Ed,Edward Village Singles Program,Co-ed,18,200
32038,10/08/2020,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - Edward Villag,Family Residence - Edward Village Hotel,Families,8,200
32039,10/08/2020,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - LI Site,Family Residence - LI Site (Internal Referral Only),Families,58,200
32040,10/08/2020,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - MA Site,Family Residence - MA Site (Internal Referral Only),Families,47,48
32041,10/08/2020,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - Main Building,Family Residence - Main,Families,64,20
32042,10/08/2020,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - New Plaza,Family Residence - New Plaza (Internal Referral Only),Families,0,0
32043,10/08/2020,City of Toronto,Family Residence,4222 Kingston Road,Toronto,ON,M1E 2M6,Family Residence - Roycroft Site,Family Residence - Roycroft Site,Families,7,50
32044,10/08/2020,City of Toronto,Fort York Residence,38 Bathrust St,Toronto,ON,M5V 3W3,Fort York - Staybridge Suites,Fort York - Staybridge Suites,Co-ed,67,73
32048,10/08/2020,City of Toronto,Robertson House,291 Sherbourne Street,Toronto,ON,M5A 2R9,Robertson House,Robertson House - MAIN Program,Families,87,110
32057,10/08/2020,City of Toronto,Streets To Homes,129 Peter Street,Toronto,ON,M5V 1X1,129 Peter St,Streets to Homes Bedded Program,Co-ed,24,27
32058,10/08/2020,City of Toronto,Women's Residence,674 Dundas St. W,Toronto,ON,M5T 1H9,Womens Res-Alexandra Hotel,Women's Res-Alexandra Hotel,Co-ed,72,92
32059,10/08/2020,City of Toronto,Women's Residence,674 Dundas St. W,Toronto,ON,M5T 1H9,Womens' Res - 63 Bellwoods Ave.,Womens' Residence - Bellwoods House,Women,5,7
32060,10/08/2020,City of Toronto,Women's Residence,674 Dundas St. W,Toronto,ON,M5T 1H9,Womens' Res - 674 Dundas St. W,Women's Residence Extreme Weather Program,Women,5,5
32061,10/08/2020,City of Toronto,Women's Residence,674 Dundas St. W,Toronto,ON,M5T 1H9,Womens' Res - 674 Dundas St. W,Womens' Residence - Main Program,Women,44,46
32066,10/08/2020,Dixon Hall,Dixon Hall - Heyworth House,2714 Danforth Avenue,Toronto,ON,M4C 1L7,Dixon Hall - Heyworth House,Dixon Hall - Heyworth House,Co-ed,40,40
32071,10/08/2020,Fife House Foundation,Fife House Transitional Program,"490 Sherbourne Street, 2nd floor",Toronto,ON,M4X 1K9,Fife House - Denison Program,Fife House Denison Program,Co-ed,5,5
32072,10/08/2020,Fife House Foundation,Fife House Transitional Program,"490 Sherbourne Street, 2nd floor",Toronto,ON,M4X 1K9,Fife-Sherbourne Transitional Pgm,Fife-Sherbourne Transitional Program,Co-ed,9,11
32073,10/08/2020,Fred Victor Centre,FV Women's Transition to Housing,512 Jarvis St.,Toronto,ON,M4Y 2H6,Fred Victor 512 Jarvis St.,Fred Victor Transition to Housing:  Bedded Program,Women,18,24
32074,10/08/2020,Fred Victor Centre,FV Women's Transition to Housing,512 Jarvis St.,Toronto,ON,M4Y 2H6,Fred Victor T2H 386 Dundas St. E,Fred Victor T2H Bedded Program,Women,23,37
32075,10/08/2020,Fred Victor Centre,Fred Victor Women's Hostel,86 Lombard St.,Toronto,ON,M5C 1M3,FV Women's Hostel 86 Lombard,Fred Victor Women's Extreme Weather Program,Women,1,4
32076,10/08/2020,Fred Victor Centre,Fred Victor Women's Hostel,86 Lombard St.,Toronto,ON,M5C 1M3,FV Women's Hostel 86 Lombard,Fred Victor Women's Hostel Program,Women,24,25
32077,10/08/2020,Fred Victor Centre,"Fred Victor, BUS",1161 Caledonia Road,Toronto,ON,M6A 2W9,Fred Victor BUS - 1161 Caledonia,Fred Victor Bethlehem United Program,Co-ed,42,42
32081,10/08/2020,Homes First Society,HFS - Kennedy Shelter,702 Kennedy Rd,Toronto,ON,M1K 2B5,HFS - 702 Kennedy Shelter,Homes First Society- Kennedy Shelter Women's Program,Women,46,47
32082,10/08/2020,Homes First Society,HFS - Savard's Womens' Shelter,1322 Bloor Street West,Toronto,ON,M6H 1P2,HFS - Savard's Womens' Shelter,Homes First Society - Savard's Womens' Shelter,Women,0,16
32083,10/08/2020,Homes First Society,HFS - Scarborough Shelter,3576 St. Clair Avenue East,Scarborough,ON,M1K 1M2,HFS - 545 Lakeshore Blvd W.Women,545 Lakeshore Blvd. W. Women,Women,29,31
32086,10/08/2020,Homes First Society,HFS - Scarborough Shelter,3576 St. Clair Avenue East,Scarborough,ON,M1K 1M2,HFS - Scarborough Shelter,Homes First Society - Scarborough Shelter,Co-ed,31,31
32087,10/08/2020,Homes First Society,HFS - Scarborough Shelter,3576 St. Clair Avenue East,Scarborough,ON,M1K 1M2,HFS-545 Lakeshore Blvd W.Couple,545 Lakeshore Blvd. W.Couple,Co-ed,42,70
32088,10/08/2020,Homes First Society,HFS - Strachan House,805A Wellington Street W,Toronto,ON,M5V 1G8,HFS - Strachan House,Homes First Society - Flex Program,Co-ed,3,5
32089,10/08/2020,Homes First Society,HFS - Strachan House,805A Wellington Street W,Toronto,ON,M5V 1G8,HFS - Strachan House,Homes First Society - Strachan House,Co-ed,78,83
32095,10/08/2020,Society of St.Vincent De Paul,SVDP - Amelie House,126 Pape Avenue,Toronto,ON,M4M 2V8,SVDP - Amelie House,St.Vincent De Paul - Amelie House - Women's Shelter,Women,16,18
32096,10/08/2020,Society of St.Vincent De Paul,SVDP - Elisa House,60 Newcastle Street,Toronto,ON,M8Y 1A3,SVDP - Elisa House,St.Vincent De Paul - Elisa House,Women,25,26
32097,10/08/2020,Society of St.Vincent De Paul,SVDP - Mary's Home,70 Gerrard St. E.,Toronto,ON,M5B 1G6,SVDP - Mary's Home,St.Vincent De Paul - Mary's Home - Emergency Shelter,Women,18,27
32098,10/08/2020,Society of St.Vincent De Paul,SVDP - St. Clare's Residence,3410 Bayview Avenue,Toronto,ON,M2M 3S3,SVDP - St. Clare's Residence,St.Vincent De Paul - St. Clare's Residence - Transitional Housing,Women,29,30
32100,10/08/2020,Street Haven At The Crossroads,Street Haven,87 Pembroke St,Toronto,ON,M5A 2N9,Street Haven - 87 Pembroke St,Street Haven - Emergency Hostel,Women,26,28
32101,10/08/2020,The MUC Shelter Corporation,Sojourn House,101 Ontario Street,Toronto,ON,M5A 2V2,Sojourn House,Sojourn House Transitional Housing Program,Families,66,76
32102,10/08/2020,The MUC Shelter Corporation,Sojourn House,101 Ontario Street,Toronto,ON,M5A 2V2,Sojourn House(Singles),Sojourn House Bedded Program,Co-ed,43,67
32103,10/08/2020,The MUC Shelter Corporation,Sojourn House,101 Ontario Street,Toronto,ON,M5A 2V2,Sojourn House-Grange (Family),Sojourn House - Refugee Family Hotel Program-Grange,Families,156,270
32104,10/08/2020,The Salvation Army of Canada,Salvation Army - Evangeline Res,2808 Dundas St W,Toronto,ON,M6P 1Y5,S.A. Evangeline Residence,S.A. Evangeline - Emergency Weather,Women,0,0
32105,10/08/2020,The Salvation Army of Canada,Salvation Army - Evangeline Res,2808 Dundas St W,Toronto,ON,M6P 1Y5,S.A. Evangeline Residence,S.A. Evangeline Residence - Women's Ministry,Women,48,82
32106,10/08/2020,The Salvation Army of Canada,Salvation Army - Florence Booth,723 Queen Street West,Toronto,ON,M6J1E6,Florence Booth - 723 Queen St. W,Salvation Army - Florence Booth Womens Ministry,Women,0,0
32113,10/08/2020,The Salvation Army of Canada,Salvation Army Islington Seniors,2671 Islington Avenue,Toronto,ON,M9V 2X6,2671 Islington Avenue-Sr.Female,Salvation Army - Islington Seniors' Shelter Women's Program,Women,12,12
